,,,,,,,,50%,60%,70%,80%,90%,100%
14854568,NikiC,TecBrat,"Thank you very much. I can now abuse this odd behavior to do modify an array mid-foreach loop: `$numbers=array(1,2,3,4,5);
$num_ref= &$numbers;
foreach($num_ref as $num){
 if(! ($num % 2)){$num_ref[] = $num + 1;}
 //$num_ref[] = $num + 2;
 echo $num;
}
echo '<br>';
var_export($numbers);`","['$numbers=array(1,2,3,4,5);', 'array(1,2,3,4,5)', 'num_ref=', '$num;', 'var_export($numbers)', 'foreach($num_ref as $num)', '$numbers;', '$num_ref[]', 'var_export', '$num', '$num)', '$num_ref', 'if(! ($num % 2))', '<br>', '$num_ref=', 'numbers=array', '$numbers);']",,,,"[(8, ['$numbers=array(1,2,3,4,5);', 'var_export', '$num_ref', 'numbers=array', 'num_ref=', '$num_ref[]', '$num_ref=', 'array(1,2,3,4,5)'])]","[(8, ['array(1,2,3,4,5)', 'num_ref=', '$num_ref', '$num_ref='])]","[(8, ['array(1,2,3,4,5)'])]",,,
14854568,NikiC,niahoo,Great anwser. I think you meant `iterate($outerArr),"['iterate($outerArr);', 'iterate($outerArr);` and not `iterate($arr)', '$outerArr);', 'outerArr', '$arr);', 'iterate($arr);']",10,1,10,"[(10, ['$outerArr);', 'iterate($outerArr);` and not `iterate($arr)', 'iterate($arr);', 'iterate($outerArr);', 'outerArr', '$arr);'])]","[(10, ['iterate($outerArr);', 'iterate($outerArr);` and not `iterate($arr)', '$outerArr);', 'outerArr', '$arr);', 'iterate($arr);'])]","[(10, ['outerArr', '$outerArr);', 'iterate($outerArr);', '$arr);', 'iterate($outerArr);` and not `iterate($arr)'])]","[(10, ['$outerArr);', 'outerArr', '$arr);'])]","[(10, ['$outerArr);', 'outerArr', '$arr);'])]","[(10, ['outerArr', '$arr);', '$outerArr);'])]"
14854568,NikiC,Vrushal Raut,@NikiC thanks buddy its very simplified actually I'm always confused with $key variable in foreach but you clear my doubt .,['$key'],,,,,,,,,
14854568,NikiC,beppe9000,This is a great canonical answer.,,,,,,,,,,
15182578,Eng.Fouad,immibis,"Pedantically, `new Random(-229985452).nextInt(27)` always returns 8.","['new Random(-229985452).nextInt(27)', 'nextInt', 'Random(-229985452).nextInt(27)']",,,,"[(3, ['new Random(-229985452).nextInt(27)', 'nextInt', 'Random(-229985452).nextInt(27)'])]","[(3, ['new Random(-229985452).nextInt(27)', 'nextInt', 'Random(-229985452).nextInt(27)'])]","[(3, ['new Random(-229985452).nextInt(27)', 'nextInt', 'Random(-229985452).nextInt(27)'])]","[(3, ['new Random(-229985452).nextInt(27)', 'Random(-229985452).nextInt(27)', 'nextInt'])]","[(3, ['nextInt', 'Random(-229985452).nextInt(27)', 'new Random(-229985452).nextInt(27)'])]","[(3, ['nextInt', 'Random(-229985452).nextInt(27)'])]"
15182578,Eng.Fouad,roottraveller,"@immibis why? i mean Random() should return random number every time, not a fix ordered number set?",['Random()'],,,,"[(3, ['Random()'])]","[(3, ['Random()'])]",,,,
15182578,Eng.Fouad,immibis,"@rootTraveller For a start, `new Random()` doesn't return a number at all.","['Random()', 'new Random()']",,,,"[(3, ['Random()', 'new Random()'])]","[(3, ['Random()', 'new Random()'])]","[(3, ['new Random()'])]",,,
15182578,Eng.Fouad,jpmc26,"@immibis 4 years and a month late, but fixed for ya. ;D",,,,,,,,,,
15182578,Eng.Fouad,plugwash,"@roottraveller ""Random"" is a deterministic psuedo-random number generator. If you initialise it with a fixed seed it will produce a fixed sequence of numbers.",,,,,,,,,,
15182578,Eng.Fouad,Sohit Gore,Is there a way these seeds are calculated? There must be some logic...or is it just brute force.,,,,,,,,,,
15593865,Mike Lyons,Jonathan,"I realize this answer doesn't address the original question, but it answers the question I had when I found this on Google...",,,,,,,,,,
15593865,Mike Lyons,Mike Lyons,The original question has changed -- notice how he's using /path/to/requirements.txt now.,,,,,,,,,,
15593865,Mike Lyons,Mark Amery,@MikeLyons pretty sure the question hasn't in fact changed - there's no edit history.,,,,,,,,,,
15593865,Mike Lyons,Florent Chatterji,"for those who like to know what they type, the -r in the command just means ""install from a requirements file"", and is a shortcut for --requirement",,3,0,,,,,,,
15593865,Mike Lyons,rayryeng,@FlorentChatterji I've always wondered about that. Thanks!,,,,,,,,,,
15593865,Mike Lyons,User,"When I want to upgrade a package (e.g. Django), I change the version in my requirements.txt file and then run `pip install -r /path/to/requirements.txt`. This detects the change, upgrades the package, and leaves everything else alone.",['pip install -r /path/to/requirements.txt'],,,,,,,,,
15593865,Mike Lyons,Lucas Coelho,"It worked out for me, thank you!",,,,,,,,,,
16184827,atlaste,Dustin Oprea,"You want to bypass the branch-predictor, why? It's an optimization.",,,,,,,,,,
16184827,atlaste,atlaste,"Because no branch is better than a branch :-) In a lot of situations this is simply a lot faster... if you're optimizing, it's definitely worth a try. They also use it quite a bit in f.ex. http://graphics.stanford.edu/~seander/bithacks.html",,,,,,,,,,
16184827,atlaste,Zain Rizvi,"In general lookup tables can be fast, but have you ran the tests for this particular condition? You'll still have a branch condition in your code, only now it's moved to the look up table generation part. You still wouldn't get your perf boost",,,,,,,,,,
16184827,atlaste,atlaste,"@Zain if you really want to know... Yes: 15 seconds with the branch and 10 with my version. Regardless, it's a useful technique to know either way.",,,,,,,,,,
16184827,atlaste,Kris Vandermotten,"Why not `sum += lookup[data[j]]` where `lookup` is an array with 256 entries, the first ones being zero and the last ones being equal to the index?","['lookup', 'sum += lookup[data[j]]', 'sum += lookup']",2,1,2,"[(2, ['lookup', 'sum += lookup', 'sum += lookup[data[j]]'])]","[(2, ['lookup', 'sum += lookup[data[j]]', 'sum += lookup'])]","[(2, ['sum += lookup', 'sum += lookup[data[j]]'])]","[(2, ['sum += lookup', 'sum += lookup[data[j]]'])]","[(2, ['sum += lookup', 'sum += lookup[data[j]]'])]","[(2, ['sum += lookup[data[j]]', 'sum += lookup'])]"
16184827,atlaste,atlaste,@KrisVandermotten +1 for that - I made a bug implementing it by checking the index of j,['lookup[data[j]]'],,,,,,,,,
16184827,atlaste,Kris Vandermotten,"You say ""There has been quite some work on eliminating this branch for managed languages."" Sure, but that won't help with `sum += lookup[data[j]];`. However, what will help is that the lookup will never go out of bounds in a bug free program, so the branch predictor can predict the branch perfectly. And that means speed!","['sum += lookup[data[j]];', 'sum += lookup[data[j]]', 'sum += lookup']",,,,,,,,,
16184827,atlaste,atlaste,"@KrisVandermotten Yes, that's correct. What would also help in this case is use the correct data type (e.g. `byte[] data`); that would eliminate the branch completely, which means more speed. :-) Basically I always assume that if (1) you're in a tight loop with a limited amount of code (such as here) and (2) if you could predict the branches with 'static code analysis', then the processor / JIT'ter will do their work properly.","['byte[] data', ""'static code analysis'""]",,,,,,,,,
16184827,atlaste,A. Binzxxxxxx,array access means pointer operation like *(ptr + x) - right? tannery operator should be faster here - right?,,,,,,,,,,
16184827,atlaste,Chinaxing,"but the lookup method will need the jump instruction to jump to the target codes. this place have the unconditional jump, the cpu will always clean its pipeline in this case ? which will be bad than if prediction when the prediction hit. is this right?",,,,,,,,,,
16184827,atlaste,Konard,Looks like `for (int c = 0,"['for (int c = 128; c < 256; ++c) lookup[c] = c;', 'c = 0', 'for (int c = 0; c < 256; ++c) lookup[c] = (c >= 128) ? c : 0;', 'c = 128']",,,,,,,,,
17549972,vladkras,Sam Green,"I'm no longer seeing anything. This is probably because it's not echoing, but the files aren't saved either.",,3,0,,,,,,,
17549972,vladkras,Sam Green,Nevermind - this worked beautifully once I used $file = fopen('Random.csv'),"['$file', 'file = fopen', ""fopen('Random.csv')""]",3,1,3,"[(3, [""fopen('Random.csv')"", 'file = fopen', '$file'])]","[(3, ['$file', 'file = fopen', ""fopen('Random.csv')""])]","[(3, ['file = fopen', ""fopen('Random.csv')"", '$file'])]","[(3, ['file = fopen', ""fopen('Random.csv')""])]","[(3, ['file = fopen', ""fopen('Random.csv')""])]","[(3, [""fopen('Random.csv')"", 'file = fopen'])]"
17549972,vladkras,vladkras,"oh, sorry, I forgot that [fgetcsv()](http://php.net/manual/ru/function.fgetcsv.php) needs a resource of opened file, not the file +1",['fgetcsv()'],,,,,,,,,
18289746,Philipp Jahoda,Kevin Van Ryckegem,"Thanks for this answer! Exactly what I was looking for, detailed and brilliant! I've done what you said, and in order to catch the return value in the class executing the task, I've used the .execute().get(); method. It seems to be working great.","['execute().get()', '.execute().get()']",7,1,7,,,,,,
18289746,Philipp Jahoda,Philipp Jahoda,"Allright, you are welcome. Nevertheless, be very careful with .get() -> see my edited answer.","['get()', '.get()']",,,,,,,,,
18289746,Philipp Jahoda,Kevin Van Ryckegem,"Yeah, I've noticed it, thanks for telling. In my case it's not a problem. However I'm not sure how it's possible to get the return value in the class executing the AsyncTask (in another way than .get())? What I need to execute can't be done in the onPostExecute() because I don't have access to the right variables. And I'd need to pass multiple types of variables to the AsyncTask to get them there. Otherwise I could define them as ""Object"" and then cast them to the right type? But it doesn't seem so proper :).","['.get())? What I need to execute can\'t be done in the onPostExecute() because I don\'t have access to the right variables. And I\'d need to pass multiple types of variables to the AsyncTask to get them there. Otherwise I could define them as ""Object"" and then cast them to the right type? But it doesn\'t seem so proper :)', ""'m not sure how it'"", 'onPostExecute', 'get())? What I need to execute can\'t be done in the onPostExecute() because I don\'t have access to the right variables. And I\'d need to pass multiple types of variables to the AsyncTask to get them there. Otherwise I could define them as ""Object"" and then cast them to the right type? But it doesn\'t seem so proper :)', 'AsyncTask']",,,,,,,,,
18289746,Philipp Jahoda,Philipp Jahoda,I assume that you are talking about variables that are inside your Activity? Simply make the AsyncTask an inner class of your activity. In that way you will have access to all the variables :),['AsyncTask'],,,,,,,,,
18289746,Philipp Jahoda,Kevin Van Ryckegem,I've made quite a few AsyncTasks now (without the .get()) and everything is running very fast and smoothly! This has definitely helped me.,"['.get())', 'AsyncTasks', 'get())']",,,,,,,,,
18289746,Philipp Jahoda,zapl,"`get()` is as bad as disabling `NetworkOnMainThreadException` when doing it without a thread since it is essentially the same result. You should IMO change ""be careful"" to **never use**.","['NetworkOnMainThread', 'get()', 'NetworkOnMainThreadException']",,,,,,,,,
20177965,Khem,user3027761,"however, $dbInstance will not be available to other classes than the one called the constructor?!","['$dbInstance', 'dbInstance']",3,1,3,"[(3, ['dbInstance', '$dbInstance'])]","[(3, ['$dbInstance', 'dbInstance'])]","[(3, ['dbInstance', '$dbInstance'])]","[(3, ['$dbInstance', 'dbInstance'])]","[(3, ['dbInstance', '$dbInstance'])]","[(3, ['dbInstance'])]"
20177965,Khem,Khem,you can return it.,,,,,,,,,,
20177965,Khem,user3027761,"which means that finally every class need to established a db-connection again, as at my present implementation.",,3,0,,,,,,,
20177965,Khem,Khem,"class common_functions {

 private static $dbInstance = null;

 function __construct() {

 if(self::$dbInstance == null) {
 self::$dbInstance = $this->connect_to_database();
 echo ""EXEC"";
 }
 else {
 echo ""NOEXEC"";
 }
 }

 function connect_to_database() {
 $dbh = mysql_connect(""localhost"", ""root"", """");
 mysql_select_db('dbname', $dbh);
 return $dbh;
 }
 
} As of your implementation 
$t = new item();
$o = new order(); outputs EXEC NOEXEC connect_to_database() function will not be executed several times.","['o = new order', 'common_functions', 'mysql_connect(""localhost"", ""root"", """")', 'dbh = mysql_connect', ""mysql_select_db('dbname', $dbh)"", '$dbh);', 'connect_to_database()', 'if(self::$dbInstance == null)', 'mysql_select_db', 'connect_to_database', '$this->connect_to_database();', 'mysql_connect', '$dbh;', 'item()', 'dbInstance', ""'dbname'"", '$dbInstance', '$dbh', 'order(); outputs EXEC NOEXEC connect_to_database()', 't = new item', '__construct()', 'dbInstance == null)', 'dbInstance =', 'dbInstance = null']",,,,,,,,,
20177965,Khem,tereško,-1: for recommending use of singleton,,,,,,,,,,
20865855,JakeGould,Ben Buras,"OK, I will look into this.",,,,,,,,,,
20865855,JakeGould,Ben Buras,Seems like you are on the right track here. I will have to figure this out tomorrow.,,,,,,,,,,
20865855,JakeGould,Ben Buras,Thanks! That helps immensely. I'm trying it now.,,,,,,,,,,
20865855,JakeGould,Ben Buras,"The only thing I'm wondering is will it calculate the distance around the earth, or is it cutting through the earth?",,7,0,,,,,,,
20865855,JakeGould,Ben Buras,"I guess it doesn't matter if it's cutting through the earth as long as it's quick. I can use the Haversine formula in the PHP, like I am currently doing, to calculate the actual distance.","[""'t matter if it'""]",,,,,,,,,
20865855,JakeGould,JakeGould,"“The only thing I'm wondering is will it calculate the distance around the earth, or is it cutting through the earth?” Very good question. This question seems to explain it well. http://stackoverflow.com/questions/574691/mysql-great-circle-distance-haversine-formula",,,,,,,,,,
20865855,JakeGould,Ben Buras,I got my coordinates in the database with this: http://stackoverflow.com/questions/8954417/mysql-update-geo-point,,,,,,,,,,
20865855,JakeGould,JakeGould,Great! I have just edited my answer to add an Earth diameter based query as well. Thanks for helping me care about this stuff again! The query is based on that one post I liked to above as well as Google Maps API documentation here: https://developers.google.com/maps/articles/phpsqlsearch_v3,,,,,,,,,,
20865855,JakeGould,Ben Buras,It looks like you have one too many closing parens on the Earth diameter based query. It's also returning me negative values for distance.,,,,,,,,,,
20865855,JakeGould,JakeGould,"@BenBuras ??? No idea what issues you are having. When I create the exact test database as outlined & then run the queries exactly as I have them—even copied & pasted them just now—they work fine. For all intents & purposes, I am done! I hope my answer & the details/examples provided are able to help you and others. Cheers!",,,,,,,,,,
